,Adresse,Post nr.,Pris,År,Størrelse (m2),Værelser,Toiletter,Handel
4991,Holstedvej 37,"Bolbro, 5200 Odense V",1300000.0,2023,159,4,2,Fri handel
4992,Ibsensvej 36,5000 Odense C,4200000.0,2023,169,4,2,Fri handel
4993,Østergårds Allé 27,"Dalum, 5250 Odense SV",2475000.0,2023,148,9,1,Fri handel
4994,Guldsmedevænget 225,"Hjallese, 5260 Odense S",2050000.0,2023,92,4,1,Fri handel
4995,Prins Christians Allé 9,"Dalum, 5250 Odense SV",3550000.0,2023,122,4,2,Fri handel
4996,Kildebakken 4,"Skt Klemens, 5260 Odense S",1775000.0,2023,121,5,2,Fri handel
4997,"Pantheonsgade 8, 1. th.",5000 Odense C,3040000.0,2023,121,4,1,Fri handel
4998,Langelinie 9B,5230 Odense M,11500000.0,2023,260,7,3,Fri handel
4999,"Kragsbjergvej 38, st. tv.",5000 Odense C,1565000.0,2023,63,2,1,Fri handel
5000,Hegnet 14,"Næsby, 5270 Odense N",1635000.0,2023,107,3,1,Fri handel
5001,Buen 16,"Bullerup, 5320 Agedrup",2180000.0,2023,140,5,2,Fri handel
5002,Munkemaen 130,"Anderup, 5270 Odense N",2150000.0,2023,116,4,2,Fri handel
5003,Åsumvej 725,5240 Odense NØ,2700000.0,2023,110,4,2,Fri handel
5004,Hestehøjvej 9,"Højby, 5260 Odense S",1600000.0,2023,95,4,1,Fri handel
5005,Elmevej 7,"Korup, 5210 Odense NV",1625000.0,2023,107,3,1,Fri handel
5006,"Nyvangsvej 32A, 2. tv.",5000 Odense C,1200000.0,2023,56,2,1,Fri handel
5007,Væbnerhatten 84,"Tornbjerg, 5220 Odense SØ",3300000.0,2023,178,4,2,Fri handel
5008,Klaus Berntsens Vej 180,"Højby, 5260 Odense S",2199000.0,2023,106,4,1,Fri handel
5009,Abigaelsvej 5,5000 Odense C,3995000.0,2023,172,7,2,Fri handel
5010,"Holmehusvej 74, 1. th.",5000 Odense C,1130556.0,2023,62,2,1,Fri handel
5011,Stokrosevej 10,5000 Odense C,1865000.0,2023,134,5,2,Fri handel
5012,Hjortebjergvej 19,5230 Odense M,3400000.0,2023,135,6,2,Fri handel
5013,Ugletoften 12,"Højby, 5260 Odense S",1965000.0,2023,111,4,2,Fri handel
5014,Æblevænget 4,"Ejlstrup, 5200 Odense V",1125000.0,2023,97,4,1,Fri handel
5015,"Steinsgade 16, 1. th.",5000 Odense C,1525000.0,2023,56,2,1,Fri handel
5016,Herluf Trolles Vej 241,5220 Odense SØ,2495000.0,2023,130,4,2,Fri handel
5017,Hejrevej 16,5000 Odense C,792500.0,2023,152,5,2,Fri handel
5018,Fuglebakken 124,"Snestrup, 5210 Odense NV",1575000.0,2023,109,4,1,Fri handel
5020,Krogen 5,"Seden, 5240 Odense NØ",1950000.0,2023,141,6,2,Fri handel
5021,"Østre Stationsvej 37L, 1. 6.",5000 Odense C,1635000.0,2023,82,2,1,Fri handel
5022,Lille Rugbjerg Vej 71,"Anderup, 5270 Odense N",2580000.0,2023,125,5,2,Fri handel
5023,"Kronprinsensgade 14, 1. th.",5000 Odense C,1000000.0,2023,42,2,1,Fri handel
5024,"Dronningensgade 97, 3.",5000 Odense C,2075000.0,2023,106,4,1,Fri handel
5025,Syvhøjevej 154,"Højby, 5260 Odense S",2450000.0,2023,141,5,2,Fri handel
5026,"Ternevej 149, st.","Snestrup, 5210 Odense NV",425000.0,2023,37,1,1,Fri handel
5027,Stigevej 314,"Stige, 5270 Odense N",1200000.0,2023,232,7,3,Fri handel
5028,Guldøjevænget 52,"Hjallese, 5260 Odense S",1445000.0,2023,85,4,1,Fri handel
5029,"Æbleparken 4, 2.","Søhus, 5270 Odense N",640000.0,2023,59,2,1,Fri handel
5030,Højby Allé 35,"Højby, 5260 Odense S",1550000.0,2023,89,3,1,Fri handel
5031,Ligustervænget 32,"Dalum, 5250 Odense SV",4150000.0,2023,168,6,2,Fri handel
5032,Kallerupvej 157,5230 Odense M,1600000.0,2023,100,4,1,Fri handel
5033,Stenløsevej 245,"Hjallese, 5260 Odense S",1225000.0,2023,112,5,1,Fri handel
5034,Niels Bjerres Vænge 34,5220 Odense SØ,2355000.0,2023,103,4,1,Fri handel
5035,Grønnegyden 2K,"Stige, 5270 Odense N",2745000.0,2023,213,6,2,Fri handel
5036,H.J. Poulsens Allé 25,"Sanderum, 5250 Odense SV",2599000.0,2023,146,5,1,Fri handel
5037,"Bredstedgade 16, 3.",5000 Odense C,2300000.0,2023,133,4,1,Fri handel
5038,Mejlholmgade 85,5000 Odense C,2845000.0,2023,102,4,1,Fri handel
5039,"Thuresensgade 33B, 2. th.",5000 Odense C,1880000.0,2023,74,3,1,Fri handel
5040,Steffensvej 2,"Paarup, 5210 Odense NV",1900000.0,2023,94,4,1,Fri handel
5041,"Kronprinsensgade 14, 2.",5000 Odense C,900000.0,2023,36,2,1,Fri handel
5042,"Damhusvej 98, 1.",5000 Odense C,3250000.0,2023,73,4,1,Fri handel
5043,Skarøvænget 8,5000 Odense C,1695000.0,2023,87,4,1,Fri handel
5044,Guldrankevej 54,5200 Odense V,2795000.0,2023,114,6,2,Fri handel
5045,Middelfartvej 334,"Vejrup, 5491 Blommenslyst",575000.0,2023,89,5,1,Fri handel
5046,Høstblomsten 1,"Lumby, 5270 Odense N",1050000.0,2023,83,3,1,Fri handel
5047,"Damhusvej 98, st.",5000 Odense C,3250000.0,2023,65,3,1,Fri handel
5048,Rosenvænget 86,"Sanderum, 5250 Odense SV",4995000.0,2023,156,4,2,Fri handel
5049,"Klostervej 24A, 3. tv.",5000 Odense C,2250000.0,2023,96,3,1,Fri handel
5050,Julagervænget 5,"Hjallese, 5260 Odense S",2700000.0,2023,166,5,2,Fri handel
5051,Prins Haralds Allé 84,"Sanderum, 5250 Odense SV",2550000.0,2023,88,3,1,Fri handel
5052,Åbrinken 113,5220 Odense SØ,3965000.0,2023,164,5,2,Fri handel
5053,Bjergfyrvangen 49,"Stige, 5270 Odense N",1600000.0,2023,105,4,1,Fri handel
5054,"Middelfartvej 147, 1. tv.","Bolbro, 5200 Odense V",1035000.0,2023,66,3,1,Fri handel
5055,Anneksvænget 17,"Næsbyhoved-Broby, 5270 Odense N",1795000.0,2023,96,4,1,Fri handel
5056,"Østerbæksvej 3, st. th.",5230 Odense M,1440000.0,2023,68,2,1,Fri handel
5057,Dragebakken 118,"Sanderum, 5250 Odense SV",1275000.0,2023,55,2,1,Fri handel
5058,"Christiansgade 21, 2.",5000 Odense C,1150000.0,2023,93,3,1,Fri handel
5059,Holevænget 14,"Korup, 5210 Odense NV",1105000.0,2023,80,2,1,Fri handel
5060,Sparretornvej 33,5230 Odense M,2815000.0,2023,111,4,1,Fri handel
5061,Stendyssen 49,"Bellinge, 5250 Odense SV",4000000.0,2023,175,4,2,Fri handel
5062,Thujavej 4,"Dyrup, 5250 Odense SV",1150000.0,2023,115,5,2,Fri handel
5063,Bramstrupvej 30,5230 Odense M,2920000.0,2023,170,5,3,Fri handel
5064,"Allégade 50, 2.",5000 Odense C,1970000.0,2023,72,2,1,Fri handel
5065,Vossevangen 6,"Skt Klemens, 5260 Odense S",2295000.0,2023,174,5,3,Fri handel
5066,Næsbyhave 105,"Næsby, 5270 Odense N",1030000.0,2023,75,4,1,Fri handel
5067,"Fredensgade 5, st.",5000 Odense C,1550000.0,2023,61,3,1,Fri handel
5068,Skrænten 38,"Næsby, 5270 Odense N",1400000.0,2023,101,4,2,Fri handel
5069,Espestok 49,"Gammel Korup, 5210 Odense NV",3100000.0,2023,200,7,1,Fri handel
5070,Væverstræde 2,"Aasum, 5240 Odense NØ",1425000.0,2023,101,3,2,Fri handel
5071,Poppelvej 81,5230 Odense M,2401001.0,2023,106,3,2,Fri handel
5072,Kanalvej 120,5000 Odense C,5200000.0,2023,120,3,2,Fri handel
5073,Vokshatten 10,"Tornbjerg, 5220 Odense SØ",1656889.0,2023,98,4,1,Fri handel
5074,"Fredensgade 5, 1.",5000 Odense C,1550000.0,2023,67,2,1,Fri handel
5075,Sandhusvej 17,5000 Odense C,1500000.0,2023,110,3,2,Fri handel
5076,Skt. Klemens Vej 61,"Skt Klemens, 5260 Odense S",3000000.0,2023,200,9,3,Fri handel
5077,Nordmarksvej 36,"Næsby, 5270 Odense N",3150000.0,2023,166,5,2,Fri handel
5078,Hollufgårdsvej 13,"Højby, 5260 Odense S",1235000.0,2023,150,6,1,Fri handel
5079,Fuglebakken 33,"Snestrup, 5210 Odense NV",2290000.0,2023,171,5,2,Fri handel
5080,Prins Haralds Allé 16,"Dalum, 5250 Odense SV",4650000.0,2023,208,6,2,Fri handel
5081,"H. Rasmussens Vej 19, 1. tv.",5000 Odense C,1450000.0,2023,64,2,1,Fri handel
5082,Bøgesangervænget 16A,"Snestrup, 5210 Odense NV",2850000.0,2023,150,4,2,Fri handel
5083,Åsumvej 581,5240 Odense NØ,1128000.0,2023,93,4,1,Fri handel
5084,Kongshøjvej 1,5230 Odense M,2150000.0,2023,96,3,1,Fri handel
5085,Hjejlebakken 23,"Snestrup, 5210 Odense NV",1775000.0,2023,109,4,2,Fri handel
5086,Prins Valdemars Vej 4,5000 Odense C,3600000.0,2023,203,8,3,Fri handel
5087,"Promenadebyen 30, 5. 2.",5000 Odense C,1995000.0,2023,62,2,1,Fri handel
5088,"Godthåbsgade 53, st.",5000 Odense C,2400000.0,2023,85,3,1,Fri handel
5089,Vibækvej 4,"Bellinge, 5250 Odense SV",2025000.0,2023,188,7,2,Fri handel
5090,Otte Ruds Vej 152,5220 Odense SØ,1495000.0,2023,68,3,1,Fri handel
5091,Middelfartvej 236,"Stegsted, 5200 Odense V",1005000.0,2023,95,4,1,Fri handel
5092,"Helenevej 23, st.",5000 Odense C,1685000.0,2023,90,3,1,Fri handel
5093,Bjørnemosevej 17,"Hjallese, 5230 Odense M",2720000.0,2023,121,6,2,Fri handel
5094,Bergthorasvej 4,"Tarup, 5210 Odense NV",1600000.0,2023,98,4,1,Fri handel
5095,Ørnevej 120,"Snestrup, 5210 Odense NV",1850000.0,2023,119,3,1,Fri handel
5096,Kronhjortløkken 200,"Korup, 5210 Odense NV",1670000.0,2023,105,4,1,Fri handel
5097,Knullen 96,"Allerup, 5220 Odense SØ",1200000.0,2023,90,4,1,Fri handel
5098,Fangelvej 56,"Fangel, 5260 Odense S",820000.0,2023,89,5,1,Fri handel
5099,Stubhøjvænget 24,"Hjallese, 5260 Odense S",2375000.0,2023,96,4,1,Fri handel
5100,"Lyøgade 15, st.",5000 Odense C,1200000.0,2023,73,3,1,Fri handel
5101,Lindholmvej 4,"Bellinge, 5250 Odense SV",1670000.0,2023,129,4,1,Fri handel
5102,Melbyesvej 10,5230 Odense M,4550000.0,2023,162,6,2,Fri handel
5103,"Købkesvej 30, 1.",5230 Odense M,1975000.0,2023,71,2,1,Fri handel
5104,Georgsgade 19,5000 Odense C,3125000.0,2023,174,8,1,Fri handel
5105,"Købkesvej 30, st.",5230 Odense M,1975000.0,2023,79,3,1,Fri handel
5106,Kærnehøjvej 79,"Højby, 5260 Odense S",2723000.0,2023,183,6,2,Fri handel
5107,Thorkildsgade 21,5000 Odense C,3530000.0,2023,144,6,2,Fri handel
5108,Poppelvej 31,5230 Odense M,4700000.0,2023,92,3,2,Fri handel
5109,"Pjentedamsgade 12, 3.",5000 Odense C,1045000.0,2023,48,2,1,Fri handel
5110,Grævlingløkken 4,"Korup, 5210 Odense NV",1950000.0,2023,123,4,2,Fri handel
5111,Rosengade 4,5000 Odense C,2750000.0,2023,150,5,1,Fri handel
5112,Jupitervænget 6,"Paarup, 5210 Odense NV",3025000.0,2023,136,5,2,Fri handel
5113,Rosenvænget 39,"Dalum, 5250 Odense SV",3400000.0,2023,156,6,2,Fri handel
5114,Pæonvænget 3,5000 Odense C,3925000.0,2023,157,6,2,Fri handel
5115,Kærhaven 33,"Bullerup, 5320 Agedrup",2100000.0,2023,132,6,2,Fri handel
5116,Dybdevej 27,"Bolbro, 5200 Odense V",2200000.0,2023,119,7,2,Fri handel
5117,Stellavej 28,"Paarup, 5210 Odense NV",3112500.0,2023,129,5,2,Fri handel
5118,Clausens Allé 4,"Dalum, 5250 Odense SV",3850000.0,2023,121,3,2,Fri handel
5119,Allégade 7,5000 Odense C,4825000.0,2023,155,8,3,Fri handel
5120,"Åløkkehaven 50, st.",5000 Odense C,2000000.0,2023,106,3,1,Fri handel
5121,Lundemosevej 21,"Seden, 5240 Odense NØ",1799000.0,2023,107,3,1,Fri handel
5122,Bullerupvej 7,"Seden, 5240 Odense NØ",2475000.0,2023,164,8,2,Fri handel
5123,"Åløkkehaven 50, 1.",5000 Odense C,2000000.0,2023,76,3,1,Fri handel
5124,Nybohusvej 5,"Holmstrup, 5250 Odense SV",700000.0,2023,141,8,2,Fri handel
5125,"Dronningensgade 29, 1.",5000 Odense C,1850000.0,2023,83,3,1,Fri handel
5126,Åsumvej 353,5240 Odense NØ,1350000.0,2023,109,4,2,Fri handel
5127,Njalsvej 141,"Højstrup, 5210 Odense NV",1315000.0,2023,78,4,1,Fri handel
5128,Lunden 47,"Bullerup, 5320 Agedrup",1150000.0,2023,105,3,1,Fri handel
5129,Brinken 4,"Næsby, 5270 Odense N",2475000.0,2023,152,6,2,Fri handel
5130,Mensalgårdvej 27,"Hjallese, 5260 Odense S",600000.0,2023,172,5,2,Fri handel
5131,Østparken 150,"Fraugde, 5220 Odense SØ",1840000.0,2023,170,7,2,Fri handel
5132,Parallellen 20,"Bullerup, 5320 Agedrup",970000.0,2023,79,4,1,Fri handel
5133,Faaborgvej 146B,"Sanderum, 5250 Odense SV",1650000.0,2023,139,3,2,Fri handel
5134,Hvidtjørnvej 26,"Ejlstrup, 5200 Odense V",2500000.0,2023,141,5,2,Fri handel
5135,Nørrevoldgade 4D,5000 Odense C,3300000.0,2023,139,3,2,Fri handel
5136,Elisabeths Allé 31,"Dalum, 5250 Odense SV",3500000.0,2023,78,3,1,Fri handel
5137,Hjallesevej 22,5000 Odense C,4275000.0,2023,195,6,2,Fri handel
5138,Lorentsvænget 16,"Næsbyhoved-Broby, 5270 Odense N",2950000.0,2023,153,4,2,Fri handel
5139,Columbinevej 22,"Lumby, 5270 Odense N",1350000.0,2023,118,5,1,Fri handel
5140,"Hibiscusvej 102, 1. tv.",5200 Odense V,2360000.0,2023,104,4,2,Fri handel
5141,Hjejlebakken 192,"Snestrup, 5210 Odense NV",1610000.0,2023,84,4,1,Fri handel
5142,Thorsgade 28,5000 Odense C,4765000.0,2023,150,3,2,Fri handel
5143,"Henriettevej 1, 1.",5000 Odense C,2375000.0,2023,107,4,1,Fri handel
5144,Carl Blochs Vej 8,5230 Odense M,2525000.0,2023,95,4,1,Fri handel
5145,Kochsgade 20,5000 Odense C,2445000.0,2023,172,6,4,Fri handel
5146,Dragebakken 278,"Sanderum, 5250 Odense SV",1230000.0,2023,72,3,1,Fri handel
5147,Skt. Hans Gade 73,5000 Odense C,2600000.0,2023,112,5,2,Fri handel
5148,Gærdet 18,"Næsby, 5270 Odense N",1096000.0,2023,86,3,1,Fri handel
5149,Vedbendvej 61,5220 Odense SØ,1750000.0,2023,120,4,2,Fri handel
5150,Ravnebjerggyden 1B,"Blommenslyst, 5491 Blommenslyst",1305000.0,2023,160,8,3,Fri handel
5151,Græsmarken 32,"Hjallese, 5260 Odense S",2320000.0,2023,112,4,2,Fri handel
5152,"Odeons Kvarter 25, 4. th.",5000 Odense C,5050000.0,2023,163,4,2,Fri handel
5153,Præstegårdsvænget 30,"Tarup, 5210 Odense NV",800000.0,2023,116,4,1,Fri handel
5154,Ny Kongevej 11,5000 Odense C,5575000.0,2023,183,7,2,Fri handel
5155,Højvang 143,"Næsby, 5270 Odense N",1250000.0,2023,76,4,1,Fri handel
5156,Godthåbsgade 54,5000 Odense C,6475000.0,2023,157,4,2,Fri handel
5157,Lungstedløkken 22,"Bellinge, 5250 Odense SV",2250000.0,2023,140,6,1,Fri handel
5158,Døckerslundsvej 135,5000 Odense C,3395000.0,2023,167,8,2,Fri handel
5159,Skovhaven 107,"Bullerup, 5320 Agedrup",2535000.0,2023,120,4,2,Fri handel
5160,Hestehøjvej 43,"Højby, 5260 Odense S",1600000.0,2023,105,4,2,Fri handel
5161,Dunbirkevej 42,"Bellinge, 5250 Odense SV",2495000.0,2023,140,5,2,Fri handel
5162,Hedagervej 1,"Lumby-Torp, 5270 Odense N",6000000.0,2023,231,5,1,Fri handel
5163,Julagervænget 25,"Hjallese, 5260 Odense S",1650000.0,2023,163,6,2,Fri handel
5164,Vangelystvej 8,"Sanderum, 5250 Odense SV",2350000.0,2023,116,5,2,Fri handel
5165,Dybdevej 25,"Bolbro, 5200 Odense V",3075000.0,2023,132,6,2,Fri handel
5166,"Englandsgade 20, st. th.",5000 Odense C,4200000.0,2023,128,2,2,Fri handel
5167,"Floravænget 11, 2. tv.","Dalum, 5250 Odense SV",1050000.0,2023,66,2,1,Fri handel
5168,"Odeons Kvarter 17, 6. th.",5000 Odense C,5700000.0,2023,149,4,2,Fri handel
5169,Porsevænget 37,"Sanderum, 5250 Odense SV",1900000.0,2023,112,4,2,Fri handel
5170,Stenløsevej 280,"Skt Klemens, 5260 Odense S",1341168.0,2023,176,5,3,Fri handel
5171,Rughøjvænget 9B,"Bellinge, 5250 Odense SV",1600000.0,2023,87,3,1,Fri handel
5172,"Æbleparken 128, 1.","Søhus, 5270 Odense N",785000.0,2023,61,2,1,Fri handel
5173,Rughøjvænget 9A,"Bellinge, 5250 Odense SV",1600000.0,2023,87,3,1,Fri handel
5174,Langelinie 30,5230 Odense M,10500000.0,2023,220,7,3,Fri handel
5175,Kong Georgs Vej 4,5000 Odense C,3300000.0,2023,133,6,2,Fri handel
5176,Ulriksholmvej 12,5230 Odense M,2650000.0,2023,132,5,2,Fri handel
5177,"Falen 27B, st. tv.",5000 Odense C,3400000.0,2023,117,3,1,Fri handel
5178,Markledet 10,"Birkum, 5220 Odense SØ",1570000.0,2023,175,7,2,Fri handel
5179,Guldøjevænget 17,"Hjallese, 5260 Odense S",1400000.0,2023,89,3,1,Fri handel
5180,Eckersbergsvej 58,5230 Odense M,3050000.0,2023,103,4,2,Fri handel
5181,Hjejlebakken 74,"Snestrup, 5210 Odense NV",1375000.0,2023,105,3,2,Fri handel
5182,Windelsvej 80,5000 Odense C,4625000.0,2023,131,5,3,Fri handel
5183,Præstevej 52,"Korup, 5210 Odense NV",3650000.0,2023,281,10,2,Fri handel
5184,Bynkevænget 24,"Slukefter, 5210 Odense NV",2195000.0,2023,133,4,2,Fri handel
5185,Trykstokken 29,"Bellinge, 5250 Odense SV",2995000.0,2023,120,3,1,Fri handel
5186,"Østre Stationsvej 37M, 6. 4.",5000 Odense C,2595000.0,2023,99,3,1,Fri handel
5187,Rughøjvænget 16B,"Bellinge, 5250 Odense SV",2100000.0,2023,116,5,1,Fri handel
5188,Rughøjvænget 16A,"Bellinge, 5250 Odense SV",2100000.0,2023,87,3,1,Fri handel
5189,Volderslevvej 33,"Hjallese, 5260 Odense S",860000.0,2023,76,3,1,Fri handel
5190,"Promenadebyen 30, 4. 1.",5000 Odense C,2075000.0,2023,62,2,1,Fri handel
5191,Sorgenfri Allé 4,"Dalum, 5250 Odense SV",4300000.0,2023,153,3,2,Fri handel
5192,Stenløkken 37,"Hjallese, 5260 Odense S",2425000.0,2023,157,4,2,Fri handel
5193,Lungstedvangen 40,"Bellinge, 5250 Odense SV",2861000.0,2023,209,5,2,Fri handel
5194,Elleholmvej 3,"Ravnebjerg, 5250 Odense SV",1300000.0,2023,136,5,1,Fri handel
5195,Turkisvej 59,"Tarup, 5210 Odense NV",1645000.0,2023,82,3,1,Fri handel
5196,"Palnatokesvej 34, st. tv.",5000 Odense C,1750000.0,2023,69,3,1,Fri handel
5197,Mosegyden 55,"Brændekilde, 5250 Odense SV",2800000.0,2023,247,7,2,Fri handel
5198,Stadionvej 117,"Bolbro, 5200 Odense V",2695000.0,2023,116,4,2,Fri handel
5199,Rughøjvej 102B,"Bellinge, 5250 Odense SV",1290000.0,2023,87,3,1,Fri handel
5200,"Vestre Stationsvej 30, 1.",5000 Odense C,3200000.0,2023,137,6,2,Fri handel
5201,Syvhøjevej 28,"Højby, 5260 Odense S",3350000.0,2023,188,6,2,Fri handel
5202,Boghveden 2,"Næsby, 5270 Odense N",3850000.0,2023,193,6,2,Fri handel
5203,Thomas Overskous Vej 10,5000 Odense C,4814000.0,2023,128,4,2,Fri handel
5204,Poppelvej 53,5230 Odense M,3895000.0,2023,105,4,2,Fri handel
5205,Paarupvej 48,"Paarup, 5210 Odense NV",2300000.0,2023,159,7,1,Fri handel
5206,Guldsmedevænget 293,"Hjallese, 5260 Odense S",1800000.0,2023,92,4,1,Fri handel
5207,Tvedvænget 22,"Seden, 5240 Odense NØ",1250000.0,2023,99,4,1,Fri handel
5208,Lindeallé 10,5230 Odense M,8000000.0,2023,183,6,2,Fri handel
5209,Dragebakken 18,"Sanderum, 5250 Odense SV",2895000.0,2023,119,4,1,Fri handel
5210,"Christmas Møllers Vej 7, 1. th.","Bolbro, 5200 Odense V",890000.0,2023,70,2,1,Fri handel
5211,Turkisvej 1A,"Tarup, 5210 Odense NV",2300000.0,2023,142,5,2,Fri handel
5212,Toldbodgade 3,5000 Odense C,2200000.0,2023,150,7,2,Fri handel
5213,Klokkens Kvarter 33,"Holluf Pile, 5220 Odense SØ",1062500.0,2023,151,6,2,Fri handel
5214,Lindvedparken 34H,"Lindved, 5260 Odense S",550000.0,2023,37,1,1,Fri handel
5215,Abels Allé 10,"Sanderum, 5250 Odense SV",2500000.0,2023,147,6,2,Fri handel
5216,Brobækvænget 19,"Højby, 5260 Odense S",1860000.0,2023,130,3,2,Fri handel
5217,Daltoften 26,"Agedrup, 5320 Agedrup",2295000.0,2023,144,3,2,Fri handel
5218,"Promenadebyen 30, 5. 7.",5000 Odense C,3000000.0,2023,82,3,1,Fri handel
5219,Skjoldborgsvej 37,"Næsby, 5270 Odense N",2705000.0,2023,125,4,2,Fri handel
5220,"Holmehusvej 30, 2. th.",5000 Odense C,2525000.0,2023,90,3,1,Fri handel
5221,Flenstoftevænget 9,5230 Odense M,4275000.0,2023,132,4,1,Fri handel
5222,"Tietgens Allé 108, kl.",5230 Odense M,1025000.0,2023,53,2,1,Fri handel
5223,Rullekrovej 25,"Søhus, 5270 Odense N",1695000.0,2023,85,4,1,Fri handel
5224,Ejby Kirkevej 32,5220 Odense SØ,1330000.0,2023,97,2,1,Fri handel
5225,"Georgsgade 72, 1. th.",5000 Odense C,1885000.0,2023,70,3,1,Fri handel
5226,Majsmarken 30,"Hjallese, 5260 Odense S",3800000.0,2023,166,5,2,Fri handel
5227,"Thuresensgade 33C, 2. tv.",5000 Odense C,1380000.0,2023,66,2,1,Fri handel
5228,Spangsvej 104,"Villestofte, 5210 Odense NV",3760000.0,2023,194,5,2,Fri handel
5229,Arendalsvej 18,"Bullerup, 5320 Agedrup",2580000.0,2023,141,4,2,Fri handel
5230,Østparken 152,"Fraugde, 5220 Odense SØ",2700000.0,2023,194,8,2,Fri handel
5231,Løkkevej 60,"Sanderum, 5250 Odense SV",3200000.0,2023,150,5,2,Fri handel
5232,Vårlyngen 21,"Stige, 5270 Odense N",1300000.0,2023,95,4,1,Fri handel
5233,Pileløkken 3,"Agedrup, 5320 Agedrup",2000000.0,2023,142,4,2,Fri handel
5234,Døckerslundsvej 59,5000 Odense C,1750000.0,2023,85,3,1,Fri handel
5235,Kærsagerhaven 9,"Højby, 5260 Odense S",3350000.0,2023,151,5,2,Fri handel
5236,Rønnehaven 4,"Bullerup, 5320 Agedrup",2200000.0,2023,153,5,2,Fri handel
5237,"Østre Stationsvej 39B, 10. mf.",5000 Odense C,3010000.0,2023,107,2,1,Fri handel
5238,Rulkedalen 90B,"Hjallese, 5260 Odense S",4475000.0,2023,199,6,2,Fri handel
5239,Banevænget 1A,"Næsby, 5270 Odense N",2450000.0,2023,191,7,2,Fri handel
5240,Njalsvej 38,"Højstrup, 5210 Odense NV",1035000.0,2023,78,4,1,Fri handel
5241,"Floravænget 31, 2. mf.","Dalum, 5250 Odense SV",605000.0,2023,43,1,1,Fri handel
5242,Prins Christians Allé 3,"Dalum, 5250 Odense SV",3280000.0,2023,131,6,1,Fri handel
5243,Dragebakken 174,"Sanderum, 5250 Odense SV",1860000.0,2023,85,3,1,Fri handel
5244,Stokrosevej 6B,5000 Odense C,2245000.0,2023,176,4,2,Fri handel
5245,Sprogøvej 3,5000 Odense C,1700000.0,2023,100,4,1,Fri handel
5246,Erholmvænget 30,5230 Odense M,2525000.0,2023,89,4,1,Fri handel
5247,Marthavænget 4,"Næsby, 5270 Odense N",2245000.0,2023,141,4,1,Fri handel
5248,Slagkrogen 78,5220 Odense SØ,2590000.0,2023,117,4,1,Fri handel
5249,Porsevænget 33,"Sanderum, 5250 Odense SV",1875000.0,2023,112,4,2,Fri handel
5250,Smedebakken 50,"Næsby, 5270 Odense N",2400000.0,2023,223,7,1,Fri handel
5251,Elleholmvej 31,"Ravnebjerg, 5250 Odense SV",750000.0,2023,92,3,2,Fri handel
5252,Skibhusvej 176,5000 Odense C,1850000.0,2023,106,4,2,Fri handel
5253,Skovduevænget 15,"Snestrup, 5210 Odense NV",2050000.0,2023,110,4,1,Fri handel
5254,Hole Skovvej 5,"Korup, 5210 Odense NV",1300000.0,2023,104,3,1,Fri handel
5255,Tybrindvænget 1,5230 Odense M,1475000.0,2023,82,4,1,Fri handel
5256,H.P. Simonsens Allé 27,"Sanderum, 5250 Odense SV",1850000.0,2023,198,6,2,Fri handel
5257,"Middelfartvej 52, 3. tv.","Bolbro, 5200 Odense V",1450000.0,2023,84,4,1,Fri handel
5258,"Æbleparken 166, 2.","Søhus, 5270 Odense N",685000.0,2023,59,2,1,Fri handel
5259,Fuglebakken 146,"Snestrup, 5210 Odense NV",1795000.0,2023,110,4,1,Fri handel
5260,"Gyldenløvesgade 13, st. th.",5000 Odense C,1150000.0,2023,70,2,1,Fri handel
5261,Åbakken 59,"Bellinge, 5250 Odense SV",1431000.0,2023,118,4,2,Fri handel
5262,"Drewsensvej 7, 2. tv.",5000 Odense C,1700000.0,2023,81,2,1,Fri handel
5263,Anderupvænget 9,"Anderup, 5270 Odense N",2275000.0,2023,169,5,2,Fri handel
5264,Kirkevej 32,"Fangel, 5260 Odense S",1935000.0,2023,119,5,2,Fri handel
5265,Fangelvej 62,"Fangel, 5260 Odense S",1360000.0,2023,157,5,1,Fri handel
5266,Ingemannsvej 26,5230 Odense M,6175000.0,2023,178,7,2,Fri handel
5267,Hunderupvej 123E,5230 Odense M,6125000.0,2023,167,4,2,Fri handel
5268,Havtornvænget 7,"Korup, 5210 Odense NV",2550000.0,2023,199,6,2,Fri handel
5269,Sorgenfri Allé 38,"Dalum, 5250 Odense SV",1710000.0,2023,172,5,2,Fri handel
5270,Rørmaen 13,"Næsby, 5270 Odense N",2595000.0,2023,125,5,2,Fri handel
5271,Mejerivej 34,"Hjallese, 5260 Odense S",1000000.0,2023,72,4,1,Fri handel
5272,"Pantheonsgade 4, 2. 14.",5000 Odense C,2260000.0,2023,91,2,1,Fri handel
5273,"Østre Stationsvej 39B, 10. th.",5000 Odense C,3795000.0,2023,134,2,1,Fri handel
5274,Junovænget 19,"Paarup, 5210 Odense NV",2881000.0,2023,175,6,2,Fri handel
5275,Niels Juels Allé 76,"Sanderum, 5250 Odense SV",3650000.0,2023,158,7,2,Fri handel
5276,Vårlyngen 20,"Stige, 5270 Odense N",1531000.0,2023,118,5,2,Fri handel
5277,Abels Allé 29,"Sanderum, 5250 Odense SV",5225000.0,2023,190,5,2,Fri handel
5278,"Middelfartvej 54, 1. tv.","Bolbro, 5200 Odense V",1450000.0,2023,90,4,1,Fri handel
